,URL,SEO,Accessibility,Performance,Best Practices,Date-time,cls,fcp,interactive-time,lcp,speed-index,strategy,tbt
0,https://bestviewsreviews.com/,82,72,47,83,2022-08-31T08:23:41.406Z,0.07,5.8 s,12.4 s,7.4 s,9.5 s,mobile,150 ms
