,URL,SEO,Accessibility,Performance,Best Practices,Date-time,cls,fcp,interactive-time,lcp,speed-index,strategy,tbt
0,https://bestviewsreviews.com/,83,72,37,83,2022-08-31T08:20:27.260Z,0.07,5.9 s,12.4 s,6.4 s,12.8 s,desktop,230 ms
